Hospital ID,Hospital Name,Location,XOffset,YOffset,Category,Number of Beds,Number of Waitlist,Max Competence Charge,Number of Staffs,Staff Scores 1,Staff Scores 2,Staff Scores 3,Staff Scores 4,Staff Scores 5,Staff Scores 6,Staff Scores 7,Staff Scores 8,Staff Scores 9,Staff Scores 10,Staff Scores 11,Staff Scores 12,Staff Scores 13,Staff Scores 14,Staff Scores 15,Staff Scores 16,Staff Scores 17,Staff Scores 18,Staff Scores 19,Staff Scores 20,Number of Tests,Extra Medical Cost 1,Extra Medical Cost 2,Extra Medical Cost 3,Extra Medical Cost 4,Extra Medical Cost 5,Extra Medical Cost 6,Extra Medical Cost 7,Extra Medical Cost 8,Extra Medical Cost 9,Extra Medical Cost 10,Extra Medical Cost 11,Extra Medical Cost 12,Extra Medical Cost 13,Extra Medical Cost 14,Mortality Measure 1,Mortality Measure 2,Mortality Measure 3,Mortality Measure 4,Mortality Measure 5,Mortality Measure 6,Safety of Care Measure 1,Safety of Care Measure 2,Safety of Care Measure 3,Safety of Care Measure 4,Safety of Care Measure 5,Readmission Measure 1,Readmission Measure 2,Readmission Measure 3,Readmission Measure 4,Readmission Measure 5,Readmission Measure 6,Patient Experience Measure 1,Patient Experience Measure 2,Patient Experience Measure 3,Patient Experience Measure 4,Patient Experience Measure 5,Patient Experience Measure 6,Timely and Effective Care Measure 1,Timely and Effective Care Measure 2,Timely and Effective Care Measure 3,Timely and Effective Care Measure 4,Timely and Effective Care Measure 5,Timely and Effective Care Measure 6,Timely and Effective Care Measure 7
1379,KAILASH HOSPITAL,Kanpur Nagar,-1.5359,-2.4879,1,150,19,13000,15,92,8,85,36,58,57,31,98,12,81,33,24,71,86,23,81,37,92,29,23,15,5390,2590,1060,2720,400,5740,4300,4310,2750,2920,5880,1750,2640,1930,23,1000000000.0,1000000000.0,145,73,1000000000.0,0.0933,0.0736,0.0523,0.0663,0.0981,16.9315,29.1312,41.914,1000000000.0,34.46,42.1989,8,4,6,1,6,2,20.97,31.57,38.0,27.5,1000000000.0,1000000000.0,40.25
1380,CHAURASYA NURSHING HOME,Kanpur Nagar,-1.5997,-6.5881,1,150,14,43000,15,15,36,28,73,4,35,15,11,12,11,13,57,85,50,41,71,40,85,41,16,15,6470,2670,4050,1090,3310,790,1150,1430,5150,1460,6070,3960,6430,5280,113,112,138,1000000000.0,1000000000.0,1000000000.0,0.0639,0.0515,0.0591,0.0501,0.0534,19.3509,3.5826,36.5369,9.4826,30.1625,1000000000.0,1,0,4,8,9,7,34.55,24.08,1000000000.0,1000000000.0,1000000000.0,20.13,49.26
1381,PRAKASH NURSHING HOME,Kanpur Nagar,6.3665,-9.9674,1,150,17,40000,15,67,74,11,80,74,36,30,29,91,97,23,33,25,7,77,45,33,49,86,22,15,4140,4330,5980,4410,460,1490,1250,1230,6180,1610,5370,2370,3710,2670,99,97,1000000000.0,1000000000.0,20,33,0.0615,0.0768,0.0714,0.0907,0.0772,1000000000.0,23.574,1000000000.0,46.0385,21.4143,3.7836,1000000000.0,6,2,8,1000000000.0,1000000000.0,1000000000.0,11.54,1000000000.0,32.73,19.0,1000000000.0,1000000000.0
1382,DEVKI NANDAN HOSPITAL MEERUT,Kanpur Nagar,-5.6385,-3.4825,1,150,16,55000,15,43,38,4,14,24,14,32,7,57,28,39,8,22,9,86,21,44,57,10,24,15,6580,1370,3220,6100,6020,2010,5570,6750,2880,2210,3790,1640,2530,910,95,100,1000000000.0,85,21,94,0.0667,0.0571,0.0665,0.0999,0.0638,1000000000.0,1.5832,1000000000.0,1000000000.0,10.2461,1000000000.0,6,7,5,2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,50.11,60.39,1.98,1000000000.0
1383,DEEP NURSHING HOME MEERUT,Kanpur Nagar,5.3372,9.4987,1,100,13,30000,15,87,91,34,51,18,9,45,42,74,65,11,28,88,28,60,36,26,96,27,94,15,1990,2950,1740,3500,1430,2640,5270,4030,640,2860,760,1930,630,3770,89,100,1000000000.0,139,1000000000.0,91,0.0712,0.0602,0.0596,0.0681,0.0806,41.1188,0.8225,26.5097,19.3068,39.2598,49.8522,10,4,4,3,4,1,60.12,1000000000.0,51.08,16.81,12.76,46.89,44.14
1384,MANGAL N. HOME MEERUT,Kanpur Nagar,-8.3031,-6.4534,1,100,17,39000,15,4,92,76,59,68,54,13,81,57,38,95,39,22,3,41,76,48,55,48,1,15,5650,5680,3390,6970,3230,550,3280,360,1190,4970,2560,520,5940,4280,1000000000.0,1000000000.0,60,82,134,131,0.077,0.0706,0.0981,0.0678,0.0694,1000000000.0,11.884,36.1256,35.7877,1000000000.0,7.7825,8,2,4,1,1000000000.0,8,22.74,44.75,1000000000.0,1000000000.0,19.1,1000000000.0,1000000000.0
1385,MEDICO NURSHING HOME MEERUT,Kanpur Nagar,-5.9235,-2.7926,1,250,19,23000,15,3,23,23,32,88,91,82,32,87,47,76,70,16,12,27,38,24,74,80,26,15,500,4260,1690,3640,6450,4530,6010,6660,6130,740,6550,3710,1950,520,1000000000.0,100,20,78,1000000000.0,65,0.0954,0.0555,0.0649,0.0915,0.0668,20.2931,1000000000.0,1000000000.0,9.9751,1000000000.0,1000000000.0,1000000000.0,7,1000000000.0,2,4,1000000000.0,1000000000.0,56.49,61.91,3.58,52.46,1000000000.0,62.41
1386,DR. KANIKA SINGH PALLAVPURAM MEERUT,Kanpur Nagar,0.0633,-5.9153,1,150,19,46000,15,14,72,19,39,79,2,97,78,28,30,6,15,99,25,97,23,32,38,84,91,15,910,5110,5270,5840,930,3720,1660,5880,2560,600,1580,200,1700,5520,1000000000.0,1000000000.0,71,124,1000000000.0,1000000000.0,0.0605,0.0529,0.0926,0.085,0.0804,31.8777,1000000000.0,44.5357,25.2129,9.2341,33.7638,2,1000000000.0,1,0,5,10,59.88,60.92,4.02,7.55,1000000000.0,19.9,33.11
1387,LLRM MEDICAL COLLEGE HOSPITAL,Kanpur Nagar,-1.4505,2.5692,1,200,17,40000,15,64,52,22,43,37,38,36,61,56,96,74,19,29,84,66,77,29,55,35,7,15,3060,3230,950,3100,420,1500,6120,470,6370,3730,4410,400,1710,5890,21,62,1000000000.0,120,135,56,0.0521,0.0916,0.0936,0.0744,0.0514,15.1305,4.1088,33.9653,1000000000.0,7.2303,28.449,9,1000000000.0,1000000000.0,0,1000000000.0,10,29.81,27.88,1000000000.0,2.56,33.29,4.57,54.74
1388,SURI NURSHING HOME,Kanpur Nagar,-4.7674,-4.226,1,300,10,58000,15,45,5,37,27,37,100,21,100,34,50,94,65,59,8,37,68,50,67,22,49,15,1920,1330,6290,2030,6450,1480,1970,5650,4180,5730,140,1640,1370,4110,28,123,116,68,88,1000000000.0,0.0655,0.0654,0.0806,0.0729,0.0562,2.9441,47.6295,17.5018,10.6594,39.4929,0.543,4,9,4,3,5,1000000000.0,1000000000.0,31.24,48.17,1000000000.0,0.28,64.95,27.91
1389,KANTA NURSHING HOME,Kanpur Nagar,7.3296,-0.0908,1,300,11,30000,15,26,96,75,98,52,86,63,4,43,26,46,82,81,89,30,39,14,26,59,42,15,1340,6120,5690,850,2980,3060,3350,3190,1370,2100,7020,3960,1600,3760,63,1000000000.0,133,1000000000.0,65,57,0.0665,0.0954,0.054,0.0502,0.0773,22.1964,36.1079,1000000000.0,21.8673,27.9961,38.3482,0,1000000000.0,1000000000.0,1000000000.0,7,1000000000.0,34.47,56.35,61.78,47.63,21.73,1000000000.0,52.62
1390,GROVER NURSHING HOME,Kanpur Nagar,1.3778,3.0725,1,300,19,58000,15,28,14,91,69,13,82,2,98,13,36,41,48,32,95,41,22,45,13,22,23,15,5280,860,3410,3290,1720,500,6490,2850,3400,3840,6180,4740,1760,2330,71,35,38,1000000000.0,69,140,0.0526,0.0563,0.0594,0.06,0.0721,28.3864,47.3654,28.8912,25.7947,48.9553,42.7237,5,2,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,49.38,46.81,53.54,37.92,6.59,12.01
1391,CHIRANJEEV HOSPITAL,Kanpur Nagar,-0.3045,1.3857,1,100,11,23000,15,32,3,20,80,72,9,59,78,14,6,95,49,21,60,55,100,16,66,90,19,15,4990,5330,5100,2480,4240,3580,4520,6660,6350,1750,6320,1370,5370,3510,85,1000000000.0,26,25,101,81,0.081,0.0802,0.0996,0.0982,0.0909,5.2989,49.1318,1000000000.0,39.9173,33.2087,47.7593,1000000000.0,10,2,1000000000.0,6,2,1000000000.0,50.15,1000000000.0,45.17,17.95,13.73,1000000000.0
1392,DR.VISHVADEEPAK HADDI JOD HOSPITAL,Kanpur Nagar,-5.7865,8.0914,1,200,17,50000,15,13,52,28,18,70,47,54,26,98,74,69,18,91,47,47,98,79,78,32,27,15,5820,5590,5820,3250,5010,1260,6780,5780,4350,980,5350,2020,4890,3040,63,128,41,75,38,149,0.061,0.0742,0.0617,0.0976,0.0603,11.9894,1000000000.0,7.5323,31.5964,11.8557,29.2203,2,5,5,5,1000000000.0,1000000000.0,1000000000.0,1000000000.0,6.1,22.26,11.6,15.06,27.94
1393,DR. ABDUL KHALIK MATERNITY CENTRE,Kanpur Nagar,2.1382,7.3342,1,150,11,26000,15,43,76,42,67,8,84,24,91,33,22,91,88,10,79,93,13,59,68,70,22,15,600,5560,1100,1080,5790,1810,1380,680,5820,6660,6210,6850,5490,6130,148,76,116,76,83,1000000000.0,0.0809,0.0537,0.0761,0.0561,0.0803,1000000000.0,37.0193,29.8477,8.0949,1000000000.0,48.7094,1000000000.0,1000000000.0,3,5,3,0,64.58,67.76,4.06,1000000000.0,27.84,1000000000.0,30.49
1394,GURU NANAK NURSHING HOME,Kanpur Nagar,7.5335,-9.1358,1,250,19,63000,15,51,61,98,69,18,87,79,68,5,26,22,30,61,92,12,69,73,58,15,2,15,3410,4050,6460,4940,2510,2010,3540,2250,5910,2250,3340,590,880,440,71,113,1000000000.0,1000000000.0,1000000000.0,34,0.076,0.0829,0.0902,0.0605,0.0753,49.4789,32.9813,1000000000.0,28.5794,9.5255,1000000000.0,4,1000000000.0,4,1000000000.0,4,1000000000.0,1000000000.0,43.75,2.23,1000000000.0,67.12,53.03,59.98
1395,SHANTI NURSHING HOME,Kanpur Nagar,-1.1965,0.9264,1,250,18,30000,15,29,71,89,77,80,28,89,20,88,53,70,44,54,4,6,80,43,82,54,38,15,6970,3890,3060,6130,7040,2780,5770,6190,3130,2360,3980,3150,540,4910,126,69,1000000000.0,1000000000.0,144,66,0.0546,0.0828,0.0973,0.0966,0.0724,25.5396,1000000000.0,18.727,2.8735,13.3958,24.8874,6,1000000000.0,3,1000000000.0,0,1000000000.0,10.91,1000000000.0,1000000000.0,17.08,42.05,2.45,1000000000.0
1396,JIVAN JYOTI NURSHING HOME,Kanpur Nagar,-2.1006,8.2751,1,150,15,69000,15,11,7,25,98,39,68,91,34,97,79,35,62,5,36,96,21,39,84,82,95,15,3590,1750,3470,2500,6100,180,5370,3460,2350,4880,770,3510,4440,1350,146,1000000000.0,150,122,1000000000.0,121,0.0982,0.0986,0.0956,0.0999,0.0807,1000000000.0,1000000000.0,39.3672,11.8352,1000000000.0,33.5526,6,3,1000000000.0,1000000000.0,1000000000.0,1000000000.0,33.05,0.73,1000000000.0,32.67,1000000000.0,26.93,62.67
1397,BALVANTI NURSHING HOME,Kanpur Nagar,-4.4573,1.6227,1,100,14,48000,15,8,95,70,41,21,98,30,57,51,73,36,71,81,33,36,59,47,59,31,24,15,5990,1730,4470,3180,4630,5090,2780,2920,6400,530,2580,6310,180,5460,88,1000000000.0,57,111,21,135,0.0758,0.0525,0.0979,0.0544,0.0619,48.6837,33.4238,21.9412,1000000000.0,1000000000.0,36.2282,10,1000000000.0,4,1000000000.0,4,1000000000.0,14.96,8.32,27.01,37.58,48.83,15.84,13.83
1398,SANJIVANI NURSHING HOME,Kanpur Nagar,-7.1054,5.2368,1,200,17,45000,15,50,31,49,64,73,22,37,72,22,94,52,57,67,31,9,55,32,41,32,83,15,4350,6740,5550,5770,3730,1190,3370,2630,1880,4010,2040,1660,4690,4800,136,33,143,74,105,23,0.0616,0.0939,0.0931,0.0971,0.064,25.4741,9.0684,21.0746,35.7765,3.0661,17.924,0,3,1000000000.0,1000000000.0,3,1,30.12,14.32,36.82,64.51,1000000000.0,45.21,33.09
1399,SARVA NURSHING HOME,Kanpur Nagar,7.9837,-4.1155,1,100,10,32000,15,60,23,54,34,40,49,95,52,81,20,32,97,26,39,1,58,22,100,87,100,15,4290,4920,2080,6670,2360,1570,5100,1080,2880,5430,3330,730,6540,2370,1000000000.0,140,39,118,145,70,0.069,0.0948,0.0952,0.0634,0.0673,46.1352,17.996,1.8351,40.0723,15.7167,44.735,9,1000000000.0,7,4,2,10,1.91,32.37,5.57,45.0,66.56,6.5,66.69
1400,APOLO NURSHING HOME,Kanpur Nagar,6.2856,3.243,1,100,15,3000,15,35,83,22,22,86,1,81,1,92,45,68,55,29,51,55,43,60,47,26,68,15,3530,4650,6750,5940,330,5900,3020,3850,3040,5610,2610,6120,2690,5010,114,32,1000000000.0,59,1000000000.0,145,0.0691,0.0924,0.081,0.0974,0.0764,1000000000.0,10.0953,17.5083,1000000000.0,1000000000.0,1000000000.0,0,7,4,4,9,3,19.26,27.61,1000000000.0,62.3,1000000000.0,1000000000.0,1000000000.0
1401,SHIV LOK NURSHING HOME,Kanpur Nagar,-4.8468,3.7512,1,150,15,33000,15,31,55,31,31,31,48,70,62,71,15,89,18,77,80,83,38,46,11,39,99,15,5610,1020,6840,3320,1500,4880,1970,4690,1060,3450,2520,1990,260,3140,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,93,0.0613,0.0641,0.0929,0.0685,0.0613,45.2539,7.344,14.328,10.5742,25.7519,1000000000.0,1,4,1000000000.0,1000000000.0,5,6,13.98,45.94,10.83,30.89,1000000000.0,3.25,29.59
1402,KOTPAL NURSHING HOME,Kanpur Nagar,-4.5201,9.2411,1,300,14,23000,15,15,84,36,21,13,15,92,97,37,76,94,98,77,20,28,50,36,46,51,31,15,5860,4890,5890,6160,5330,3360,5850,6410,3980,4590,6480,5800,5500,3740,1000000000.0,127,1000000000.0,121,1000000000.0,1000000000.0,0.0533,0.0913,0.0695,0.0636,0.0604,1000000000.0,12.4501,1000000000.0,1000000000.0,1000000000.0,1000000000.0,7,9,4,1000000000.0,3,10,1000000000.0,30.23,40.15,43.43,31.97,1000000000.0,42.28
1403,DR. VINITA NURSHING HOME,Kanpur Nagar,-2.385,1.2841,1,300,10,25000,15,39,11,42,89,90,12,58,51,10,48,34,57,99,92,82,95,28,38,68,100,15,2480,6680,5170,4260,5780,2740,820,1020,940,3630,1750,3020,5940,4830,56,45,22,144,91,42,0.0512,0.0721,0.0608,0.0761,0.0998,14.9019,1000000000.0,2.8161,1000000000.0,6.6207,37.4682,6,5,7,10,2,1,37.36,1000000000.0,1000000000.0,19.26,49.05,14.28,1000000000.0
1404,MADHU NURSHING HOME,Kanpur Nagar,5.959,5.076,1,250,13,44000,15,47,59,87,47,98,73,57,15,87,38,49,21,21,71,82,90,33,13,29,64,15,5870,5480,3660,4720,870,5770,640,3560,2260,810,1770,6880,3850,2600,88,74,75,32,135,43,0.0538,0.0784,0.0823,0.0961,0.0709,29.3101,32.3939,5.3718,41.4768,23.4778,1000000000.0,1,8,1,4,1000000000.0,8,4.27,1000000000.0,1000000000.0,66.43,1000000000.0,30.59,26.16
1405,AANANDIT NURSHING HOME,Lakhimpur Kheri,-5.8718,1.4086,1,250,17,42000,15,51,70,9,1,9,74,47,30,39,78,4,17,32,93,2,11,99,69,10,3,15,3020,1180,1620,4250,4680,4240,4140,6250,1430,3830,2850,5820,580,2880,126,1000000000.0,1000000000.0,140,1000000000.0,71,0.0846,0.0925,0.0911,0.0539,0.0789,48.6474,22.7366,6.0016,42.9177,41.6861,10.1954,1000000000.0,5,3,1000000000.0,1000000000.0,5,27.73,56.64,1000000000.0,53.13,18.42,1000000000.0,0.45
1406,AMAN NURSHING HOME,Lakhimpur Kheri,0.2989,-6.3349,1,300,20,11000,15,73,50,12,93,100,73,100,61,39,5,74,78,70,15,72,24,55,80,47,79,15,990,5420,5320,2360,1500,4230,2600,630,4220,6840,2800,2200,2990,5700,84,53,1000000000.0,1000000000.0,78,1000000000.0,0.0757,0.0804,0.0785,0.068,0.0916,40.4317,27.9415,8.9673,18.446,14.6118,46.0628,5,0,8,1000000000.0,7,4,48.9,1000000000.0,23.31,1000000000.0,1000000000.0,30.9,50.24
1407,TYAGI NURSHING HOME,Lakhimpur Kheri,6.0197,0.7369,1,250,12,42000,15,83,59,58,80,34,93,92,88,53,8,49,50,39,7,42,80,75,45,73,98,15,2870,4940,2470,1840,4320,2910,4110,320,5320,1470,5760,2910,2990,1870,84,46,121,1000000000.0,1000000000.0,91,0.0831,0.0548,0.0712,0.082,0.054,16.201,1000000000.0,36.4598,1000000000.0,49.1446,31.6848,9,1000000000.0,1000000000.0,1000000000.0,0,8,13.91,1000000000.0,16.14,25.83,23.21,25.47,1000000000.0
1408,DR. JUHI SADEEK MATERNITY HOUSE,Lakhimpur Kheri,-0.2756,3.2906,1,300,19,9000,15,21,22,77,79,94,91,88,99,4,35,12,15,37,81,38,56,47,63,9,48,15,100,1810,6450,6130,4000,6380,1480,650,4630,3990,6850,5180,5420,4370,26,99,30,1000000000.0,150,123,0.0771,0.0526,0.0971,0.0652,0.0779,18.4177,26.2796,16.6383,38.1333,35.793,20.6322,1000000000.0,7,1000000000.0,6,1000000000.0,4,38.07,69.79,13.35,68.14,1000000000.0,1000000000.0,1000000000.0
1409,BHUPAL NURSING HOME,Lakhimpur Kheri,-0.2668,-6.4932,1,100,16,13000,15,21,27,50,51,66,82,23,47,51,81,1,17,46,63,30,28,94,19,71,13,15,1290,5080,1410,3470,1730,1100,4560,330,3010,1340,5710,5460,1400,3460,147,1000000000.0,118,146,26,145,0.0921,0.0826,0.0871,0.0567,0.0989,1000000000.0,15.5715,1000000000.0,3.1361,12.2123,40.6287,7,3,10,8,0,7,33.51,8.74,9.28,60.49,69.08,1000000000.0,22.98
1410,HANDA NURSING HOME,Lucknow,-8.2715,-2.0491,1,300,11,43000,15,68,72,6,92,91,44,57,64,1,5,41,48,66,50,89,2,44,68,63,83,15,1690,1270,3550,6590,1320,3740,4130,2650,520,4780,6500,3300,5400,100,58,42,1000000000.0,140,27,112,0.0744,0.0928,0.064,0.0922,0.088,43.0724,18.6495,3.2445,1000000000.0,18.7425,1000000000.0,6,1000000000.0,10,1,8,1000000000.0,56.27,69.0,1000000000.0,62.73,14.26,34.44,26.59
1411,RADHU NURSING HOME,Lucknow,7.3599,-0.773,1,150,16,26000,15,69,18,82,98,67,93,15,82,50,93,77,26,82,24,13,56,9,79,17,13,15,3810,220,2710,6840,3610,3620,1720,850,6980,2240,3680,4240,3760,2830,114,1000000000.0,1000000000.0,105,45,58,0.0869,0.0968,0.0513,0.0768,0.069,13.4106,46.6832,1000000000.0,3.3287,1000000000.0,36.0245,1000000000.0,4,1,3,5,5,55.17,1000000000.0,21.0,49.77,1000000000.0,1000000000.0,46.85
1412,TIWARI NURSING HOME,Lucknow,-4.6338,-5.5217,1,200,20,18000,15,63,75,72,43,75,50,28,84,88,78,78,20,34,30,85,32,84,87,99,97,15,6920,430,6670,4900,3930,4110,2520,2730,6240,6930,2210,2810,6760,3100,1000000000.0,147,50,40,118,143,0.089,0.0553,0.0777,0.0804,0.0919,48.7526,24.9182,47.3612,29.4109,9.9289,17.1328,4,1000000000.0,3,3,4,4,27.25,1.41,1000000000.0,59.25,68.28,1000000000.0,1000000000.0
1413,YOG NURSING HOME,Lucknow,-7.4454,5.7646,1,300,12,62000,15,34,87,61,21,89,79,19,19,15,25,33,8,66,88,69,68,26,48,53,65,15,690,4850,5920,200,2810,2170,1410,3290,5990,2060,4270,140,940,1480,79,35,40,1000000000.0,38,69,0.0698,0.0771,0.0554,0.0828,0.0638,38.6212,1000000000.0,1000000000.0,46.3257,1000000000.0,1000000000.0,9,1000000000.0,6,2,1000000000.0,9,1000000000.0,66.2,53.59,51.69,65.65,3.03,1000000000.0
1414,ST LUKES HOSPITAL,Lucknow,2.6649,-8.6141,1,100,17,56000,15,50,87,73,48,61,63,15,15,33,32,55,83,67,30,6,11,70,9,93,85,15,2760,3130,3620,4870,2600,1350,6050,5500,1980,3870,3230,3750,6280,750,87,127,85,33,128,47,0.092,0.0998,0.0749,0.0683,0.0708,35.4162,1000000000.0,1000000000.0,7.879,20.9993,45.9263,1,7,8,1000000000.0,5,4,66.83,1000000000.0,65.43,43.94,1000000000.0,56.36,66.56
1415,MURTI NURSING HOME,Lucknow,-8.4214,-8.4383,1,150,17,41000,15,18,8,2,85,39,45,70,77,60,13,81,90,70,52,49,48,33,11,99,29,15,5840,390,4050,6680,1960,3050,2530,2740,1710,5270,2120,6570,2060,6650,37,125,1000000000.0,85,64,96,0.0869,0.0991,0.0917,0.0796,0.0784,1000000000.0,5.316,46.5237,29.8072,43.6583,6.2468,8,3,1000000000.0,7,6,2,53.51,39.7,1000000000.0,56.39,1000000000.0,14.91,31.74
1416,SRI RAM MEDICAL CENTRE,Lucknow,-6.4091,3.2912,1,200,20,40000,15,49,61,76,76,95,88,91,85,82,24,35,81,6,96,35,87,53,27,33,91,15,1660,2020,990,480,5830,4730,1470,2250,2340,5120,270,2540,3810,1080,61,1000000000.0,94,1000000000.0,99,123,0.0552,0.0771,0.0508,0.0929,0.0836,3.7905,1000000000.0,1000000000.0,1000000000.0,1000000000.0,30.9172,6,5,7,6,0,2,1000000000.0,1000000000.0,1000000000.0,21.57,61.78,1000000000.0,19.12
1417,GEETA NURSING AND MATERNITY HOME,Lucknow,-6.1813,-5.9623,1,200,16,66000,15,91,92,38,54,78,43,92,58,15,57,42,26,25,10,16,80,68,73,31,90,15,170,220,890,2090,230,5730,3280,5770,6380,4780,2830,5310,6720,840,58,1000000000.0,1000000000.0,135,24,93,0.0667,0.0849,0.0502,0.0954,0.0946,1000000000.0,1000000000.0,15.9902,42.2081,1000000000.0,1000000000.0,2,1000000000.0,2,10,1000000000.0,7,1000000000.0,22.14,10.99,12.33,18.37,1000000000.0,10.42
1418,ARJUN MULTI SPECIALITY HOSPITAL,Lucknow,0.6207,-8.9923,1,100,13,22000,15,57,44,34,19,5,5,9,12,33,50,88,50,12,46,14,5,5,49,21,74,15,3500,5300,2160,5440,1760,1530,5110,1410,5310,6470,6210,2960,1310,5140,66,27,85,83,27,92,0.0524,0.0656,0.0818,0.0507,0.0546,25.6999,23.8961,3.3766,35.9092,1000000000.0,7.5938,10,1000000000.0,10,1000000000.0,5,1000000000.0,1000000000.0,59.21,26.14,10.78,67.94,55.95,1000000000.0
1419,MEERUT KIDNEY HOSPITAL,Lucknow,8.614,-8.2938,1,200,10,24000,15,30,8,49,83,66,57,49,56,86,24,21,12,79,91,44,39,73,81,41,38,15,6600,1140,460,6650,2660,4170,710,2180,2230,6680,6410,5340,2180,5470,1000000000.0,95,27,86,76,96,0.0691,0.0957,0.082,0.0906,0.0777,22.5379,16.124,42.8513,3.394,14.677,49.2578,5,8,1000000000.0,1000000000.0,1000000000.0,1000000000.0,47.28,1000000000.0,55.45,18.01,26.87,1000000000.0,21.72
1420,HOPE HOSPITAL,Lucknow,-8.0755,-1.5108,1,300,20,54000,15,87,11,48,31,49,55,38,42,21,65,77,88,41,22,41,4,74,51,33,96,15,1830,2210,4260,5200,6560,3170,3780,5420,3870,5750,270,6420,6230,3900,110,1000000000.0,1000000000.0,80,124,71,0.0666,0.0652,0.0698,0.0782,0.0749,7.7355,36.3818,7.0892,14.0574,35.7671,22.7135,6,5,1,6,1000000000.0,4,1000000000.0,1000000000.0,61.32,38.21,16.63,66.09,1000000000.0
1421,JIWAN RAKSHA HOSPITAL,Lucknow,-7.6136,-3.7652,1,200,12,56000,15,85,33,38,9,85,22,93,29,67,77,20,75,27,50,34,6,44,61,91,7,15,3800,6210,1340,2530,710,2000,3470,3090,6830,4670,4550,2730,1910,1720,131,120,148,38,1000000000.0,26,0.0638,0.0691,0.061,0.0652,0.0837,19.4632,14.7869,10.5024,32.2403,15.52,37.2362,1000000000.0,1000000000.0,6,3,1000000000.0,1000000000.0,53.28,51.8,28.03,66.87,61.34,46.54,53.65
1422,S M HOSPITAL,Lucknow,-3.9752,-1.1043,1,250,13,25000,15,34,80,92,88,17,4,81,45,88,92,43,24,26,38,71,74,36,62,31,94,15,2220,700,1890,3240,5030,5680,6450,5960,3540,4070,3040,4540,6280,790,27,101,149,134,1000000000.0,127,0.0965,0.0663,0.0549,0.0566,0.0894,17.7082,19.3156,3.5484,48.9944,31.934,27.779,2,9,1000000000.0,2,2,3,61.46,11.15,1000000000.0,41.04,41.75,1000000000.0,35.36
1423,SARASWATI HOSPITAL AND IMAGING CENTRE,Lucknow,8.752,-8.048,1,150,18,35000,15,22,79,91,97,3,72,65,37,71,88,1,66,85,28,47,6,78,54,9,67,15,2410,1060,970,5990,2460,4360,4980,6460,4530,6920,4030,6720,6930,3250,136,1000000000.0,1000000000.0,112,1000000000.0,100,0.0875,0.0968,0.0844,0.0628,0.0903,38.2837,29.8919,1000000000.0,15.7406,17.4651,39.372,9,1000000000.0,7,0,4,7,24.77,39.57,52.0,56.6,14.62,1000000000.0,1000000000.0
1424,KHUSHI MEDICAL CENTRE,Lucknow,-1.4554,5.7268,1,200,10,53000,15,54,37,12,41,41,24,95,64,55,25,84,42,24,29,38,87,20,91,58,41,15,4500,1370,4100,4930,7000,310,3670,6290,260,3510,5670,3390,1000,1020,48,69,124,141,45,51,0.0918,0.074,0.054,0.0578,0.0653,34.7508,1000000000.0,18.9007,40.092,46.9611,41.1778,10,2,1000000000.0,2,3,8,53.46,52.15,1000000000.0,1000000000.0,27.44,2.92,1000000000.0
1425,BHAGYA SHREE HOSPITAL,Lucknow,0.251,9.9207,1,100,18,52000,15,43,97,69,61,73,58,88,34,6,97,26,7,35,48,51,91,78,83,43,47,15,4620,2270,4400,1000,5220,5520,250,4170,3800,120,6010,5820,6070,4000,1000000000.0,96,1000000000.0,98,1000000000.0,85,0.063,0.0903,0.0714,0.0686,0.0995,1000000000.0,7.5731,28.8443,26.8806,30.3606,39.3,3,2,5,10,9,10,19.6,46.66,33.59,37.79,64.16,31.13,53.44
1426,GANDHI HOSPITAL,Lucknow,-6.3903,-6.0766,1,250,20,9000,15,22,66,54,1,63,17,87,55,100,78,60,90,77,17,62,68,17,1,55,74,15,2660,4910,3930,2020,5180,1520,1790,6910,3080,4920,4520,6130,1530,2320,43,124,43,144,60,1000000000.0,0.092,0.0763,0.0595,0.0825,0.0604,37.3069,1000000000.0,1.4914,21.9567,45.8108,48.7865,8,0,0,2,6,9,49.47,2.71,49.62,48.88,61.72,1000000000.0,3.15
1427,SARAS HOSPITAL,Lucknow,-0.9245,2.2929,1,250,14,16000,15,100,21,63,87,94,54,63,96,100,8,64,7,35,97,66,7,28,67,71,90,15,3710,3970,1990,6600,3880,5700,4260,220,4410,5420,4630,210,3390,5380,1000000000.0,135,1000000000.0,145,112,112,0.0725,0.0708,0.0814,0.0736,0.0915,27.9829,34.7879,19.6303,20.3776,1000000000.0,13.1539,1000000000.0,1000000000.0,9,7,8,0,1000000000.0,66.73,18.7,1000000000.0,1000000000.0,1000000000.0,1000000000.0
